id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,high_education_ind,clm,numclaims,claimcst0
10845,4.18,0.55647222,STNWG,3,M,A,2,hybrid,185,68.0,white,M,1,weekend,6pm - 12am,12,653.9693146173188,0.0,0,0,0.0
10846,1.55,0.339261192,SEDAN,3,F,C,3,petrol,173,48.0,white,S,1,weekday,6am - 12pm,12,658.2163561376848,0.0,0,0,0.0
10847,0.96,0.247423194,UTE,4,M,D,3,petrol,179,65.0,silver,S,0,weekday,6am - 12pm,12,650.1002332643478,0.0,0,0,0.0
10848,1.06,0.495900642,SEDAN,3,M,E,4,petrol,155,53.0,gray,S,1,weekday,12pm - 6pm,6,641.2734577521659,1.0,0,0,0.0
10849,2.95,0.305515209,STNWG,3,M,E,4,hybrid,175,76.0,red,M,0,weekday,6am - 12pm,12,654.5430049840315,0.0,0,0,0.0
10850,0.96,0.579217796,SEDAN,4,F,B,4,petrol,116,81.0,white,M,1,weekday,12pm - 6pm,12,644.8267481580651,0.0,0,0,0.0
10851,1.41,0.391525491,UTE,3,F,B,1,hybrid,215,86.0,gray,S,1,weekday,6am - 12pm,12,645.0973350775813,0.0,0,0,0.0
10852,4.91,0.0614140635,STNWG,1,M,C,6,petrol,105,45.0,white,S,1,weekend,12am - 6 am,6,664.8514461954293,0.0,0,0,0.0
10853,1.43,0.242341539,HBACK,2,F,A,2,petrol,127,99.0,blue,M,1,weekday,6am - 12pm,12,646.4237346680463,0.0,0,0,0.0
10854,2.59,0.450542251,STNWG,3,M,F,3,electric,138,99.0,white,M,1,weekday,6am - 12pm,12,647.4334559075388,0.0,0,0,0.0
10855,1.24,0.853378266,HBACK,2,F,C,2,hybrid,141,63.0,blue,S,1,weekend,12am - 6 am,12,648.3490897635014,1.0,0,0,0.0
10856,1.59,0.99936993,TRUCK,4,M,D,6,dissel,200,76.0,black,M,1,weekday,6pm - 12am,12,659.4166637615002,1.0,0,0,0.0
10857,2.25,0.4956879015,UTE,4,M,F,4,petrol,226,85.0,gray,S,1,weekday,12pm - 6pm,6,656.87865778249,1.0,0,0,0.0
10858,1.24,0.874115273,HBACK,2,F,D,1,petrol,99,95.0,black,S,1,weekday,6am - 12pm,12,649.6235991808798,1.0,0,0,0.0
10859,2.85,0.707965975,STNWG,3,M,C,4,petrol,148,71.0,green,S,0,weekday,12pm - 6pm,12,645.1428626523095,0.0,0,0,0.0
10860,0.33,0.085664808,SEDAN,4,M,C,1,hybrid,100,64.0,gray,S,0,weekday,6am - 12pm,12,641.1658227283476,0.0,0,0,0.0
10861,0.98,0.505590954,SEDAN,3,M,B,6,electric,139,78.0,white,S,1,weekday,6am - 12pm,12,653.2697685724777,0.0,0,0,0.0
10862,1.63,0.386650565,HDTOP,4,M,A,2,dissel,234,54.0,silver,S,0,weekday,12pm - 6pm,12,643.9155602171326,0.0,0,0,0.0
10863,1.14,0.0686384715,SEDAN,3,F,C,4,petrol,128,34.0,white,M,1,weekday,6am - 12pm,6,647.4159125099332,0.0,0,0,0.0
10864,0.9,0.959065763,HBACK,3,F,A,2,petrol,130,39.0,white,S,0,weekday,12pm - 6pm,12,645.4120976352812,1.0,0,0,0.0
10865,1.24,0.2204783825,HBACK,1,F,B,4,petrol,106,62.0,gray,M,1,weekend,6pm - 12am,6,641.4723692108822,0.0,0,0,0.0
10866,2.23,0.656479544,STNWG,2,M,D,4,petrol,105,65.0,blue,S,1,weekday,12pm - 6pm,12,660.616392609719,0.0,0,0,0.0
10867,1.98,0.30378822,TRUCK,3,M,D,1,dissel,361,84.0,white,M,0,weekday,12pm - 6pm,12,657.8939817220709,0.0,0,0,0.0
10868,1.13,0.907429637,STNWG,3,M,B,3,dissel,152,82.0,white,S,1,weekday,12pm - 6pm,12,650.8839733178313,1.0,0,0,0.0
10869,2.52,0.780668606,SEDAN,1,M,C,4,dissel,192,71.0,silver,M,0,weekday,6am - 12pm,12,639.3690404848046,0.0,0,0,0.0
10870,0.59,0.974755316,HBACK,4,M,C,1,petrol,137,72.0,red,S,1,weekend,12pm - 6pm,12,648.1412342941429,1.0,0,0,0.0
10871,0.45,0.204730767,HBACK,4,F,A,5,petrol,91,68.0,white,S,1,weekday,6am - 12pm,12,661.0205972199396,0.0,0,0,0.0
10872,3.6,0.969108237,STNWG,2,F,C,2,electric,146,48.0,gray,S,1,weekday,6am - 12pm,12,640.3389012544696,1.0,0,0,0.0
10873,0.96,0.272913201,UTE,3,M,C,3,petrol,168,87.0,gray,S,0,weekday,6am - 12pm,6,666.3984656670423,0.0,0,0,0.0
10874,1.61,0.464534973,UTE,3,M,E,3,dissel,182,56.0,gray,S,0,weekday,6am - 12pm,12,652.4103359364624,0.0,0,0,0.0
10875,1.17,0.243080887,HBACK,2,F,C,5,petrol,106,71.0,gray,M,0,weekday,6am - 12pm,12,659.7761892483511,0.0,0,0,0.0
10876,1.51,0.122120024,TRUCK,1,F,B,2,dissel,248,77.0,white,M,0,weekend,6am - 12pm,12,649.7216089739056,0.0,0,0,0.0
10877,1.38,0.336451714,HBACK,4,M,A,3,petrol,76,69.0,black,S,1,weekday,12pm - 6pm,12,638.8704570095563,0.0,0,0,0.0
10878,0.95,0.132486652,SEDAN,3,F,A,4,dissel,144,32.0,white,M,1,weekday,12pm - 6pm,12,674.0754176839428,0.0,0,0,0.0
10879,1.17,0.249926188,SEDAN,3,F,D,5,petrol,172,60.0,black,S,1,weekday,12pm - 6pm,12,649.2776383996401,0.0,0,0,0.0
10880,1.85,0.671001918,SEDAN,2,F,C,4,petrol,186,60.0,gray,M,1,weekday,6am - 12pm,12,643.6446072496449,0.0,0,0,0.0
10881,4.27,0.543148617,STNWG,2,M,E,4,dissel,208,80.0,gray,M,1,weekday,12pm - 6pm,12,650.7420625640929,0.0,0,0,0.0
10882,1.39,0.392017776,STNWG,4,F,C,4,dissel,130,60.0,black,M,1,weekday,6am - 12pm,12,641.3747922472974,0.0,0,0,0.0
10883,1.6,0.301464325,HBACK,2,F,C,3,petrol,148,84.0,gray,M,1,weekday,6am - 12pm,12,640.1482374757703,0.0,0,0,0.0
10884,2.02,0.305243623,STNWG,4,F,C,3,dissel,187,63.0,yellow,M,1,weekend,12pm - 6pm,12,666.3890082616497,0.0,0,0,0.0
10885,1.64,0.834555417,HBACK,1,F,D,4,petrol,123,36.0,green,M,1,weekend,12am - 6 am,12,638.9586762356676,0.0,0,0,0.0
10886,2.26,0.903368742,STNWG,2,F,C,2,petrol,139,84.0,black,S,1,weekday,6am - 12pm,12,636.9686200990074,1.0,1,1,211.1265832
10887,4.88,0.551829909,STNWG,1,F,C,2,dissel,153,40.0,white,S,1,weekday,12pm - 6pm,12,658.6661111780677,0.0,0,0,0.0
10888,1.63,0.4669287175,STNWG,4,M,C,6,dissel,155,67.0,black,M,0,weekday,6am - 12pm,6,653.0690824850691,1.0,0,0,0.0
10889,2.39,0.193253951,HBACK,1,M,A,5,petrol,150,67.0,green,S,1,weekday,6pm - 12am,12,648.7819493148937,0.0,0,0,0.0
10890,1.88,0.050515341,STNWG,2,M,A,2,petrol,166,52.0,gray,M,1,weekend,12pm - 6pm,12,645.4062659040223,0.0,0,0,0.0
10891,0.54,0.2803901675,SEDAN,4,F,C,2,petrol,171,73.0,red,M,1,weekday,6am - 12pm,6,648.9652977143213,0.0,0,0,0.0
10892,0.52,0.625512444,HBACK,4,F,A,3,hybrid,147,74.0,blue,S,0,weekday,6am - 12pm,12,645.9365469411371,0.0,0,0,0.0
10893,1.59,0.88221741,STNWG,4,M,A,4,petrol,148,68.0,silver,S,1,weekday,6am - 12pm,12,660.1752309529252,1.0,0,0,0.0
10894,2.48,0.501188276,MIBUS,2,F,A,3,petrol,268,67.0,gray,S,1,weekday,6am - 12pm,12,651.1505550533228,0.0,0,0,0.0
10895,1.62,0.902410588,UTE,4,M,C,1,dissel,260,75.0,white,M,1,weekday,6am - 12pm,12,643.0096213508252,1.0,1,1,366.0259748
10896,1.3,0.149538849,UTE,4,F,F,2,petrol,230,76.0,red,M,0,weekday,6am - 12pm,12,648.171555882394,0.0,0,0,0.0
10897,1.58,0.20699405,STNWG,4,M,D,4,hybrid,155,75.0,white,S,1,weekday,6am - 12pm,6,644.5771140762937,0.0,0,0,0.0
10898,2.35,0.471513515,STNWG,3,F,E,3,petrol,194,63.0,black,M,0,weekday,12pm - 6pm,12,637.9420556419499,0.0,1,1,6025.280325
10899,0.98,0.410284742,HBACK,3,F,A,6,petrol,122,49.0,gray,M,1,weekday,12pm - 6pm,12,656.5859418687522,0.0,0,0,0.0
10900,1.42,0.059579108,HDTOP,4,F,C,2,petrol,227,58.0,brown,S,1,weekday,12pm - 6pm,6,650.723057379766,0.0,0,0,0.0
10901,1.57,0.4996870285,UTE,3,M,C,5,dissel,198,95.0,white,M,0,weekend,6am - 12pm,6,637.1874637932218,1.0,0,0,0.0
10902,1.47,0.359007971,SEDAN,3,M,B,6,dissel,110,78.0,green,M,1,weekday,6pm - 12am,12,640.681513961488,0.0,0,0,0.0
10903,0.49,0.609859035,HBACK,4,F,A,4,petrol,103,99.0,black,M,0,weekday,12pm - 6pm,12,646.0070364751814,0.0,0,0,0.0
10904,1.59,0.764727364,UTE,2,F,D,2,hybrid,180,99.0,white,S,0,weekday,12pm - 6pm,12,646.5926203018399,0.0,0,0,0.0
10905,1.55,0.471107698,HBACK,2,M,C,5,petrol,110,99.0,black,M,1,weekday,6am - 12pm,12,667.9767471509707,0.0,0,0,0.0
10906,0.57,0.3702844365,HBACK,4,F,D,4,petrol,95,59.0,black,M,0,weekday,12am - 6 am,6,645.4606585149231,0.0,0,0,0.0
10907,0.75,0.104057665,HBACK,4,M,B,3,petrol,100,99.0,white,M,1,weekday,6pm - 12am,12,643.3310455514222,0.0,0,0,0.0
10908,1.54,0.792482127,STNWG,4,M,C,4,dissel,140,82.0,black,S,0,weekday,6pm - 12am,12,641.4621418997895,0.0,0,0,0.0
10909,0.44,0.928552145,SEDAN,4,F,D,5,petrol,110,48.0,black,M,0,weekday,12pm - 6pm,12,652.5788696305156,1.0,0,0,0.0
10910,1.29,0.1465526845,HBACK,3,M,A,4,petrol,73,80.0,black,S,0,weekday,12pm - 6pm,6,648.8147211570689,0.0,0,0,0.0
10911,1.55,0.509366881,HBACK,1,F,E,5,petrol,82,99.0,white,S,1,weekday,12pm - 6pm,12,640.5473881911352,0.0,1,1,412.5416368
10912,3.59,0.428197335,STNWG,2,F,C,2,petrol,202,59.0,brown,M,1,weekday,6pm - 12am,12,650.4327539618835,0.0,0,0,0.0
10913,1.65,0.610575378,HBACK,1,F,B,3,petrol,158,48.0,black,M,1,weekday,12pm - 6pm,12,644.5419868920791,0.0,0,0,0.0
10914,3.72,0.120998223,STNWG,1,M,D,5,hybrid,154,44.0,silver,M,0,weekend,12pm - 6pm,12,670.6065306309155,0.0,0,0,0.0
10915,2.38,0.08880567,SEDAN,1,F,C,6,petrol,204,80.0,yellow,M,1,weekday,6pm - 12am,12,659.1826736888537,0.0,0,0,0.0
10916,1.45,0.423610958,HBACK,1,M,D,3,petrol,129,84.0,black,S,1,weekday,6am - 12pm,12,641.5548398908301,0.0,0,0,0.0
10917,2.73,0.096012711,STNWG,3,F,D,2,dissel,166,44.0,white,S,1,weekday,6am - 12pm,12,647.4530199075028,0.0,0,0,0.0
10918,1.95,0.857907233,SEDAN,2,F,C,2,petrol,133,71.0,silver,M,0,weekday,12pm - 6pm,12,644.3612774707824,0.0,0,0,0.0
10919,1.23,0.281222459,UTE,4,M,D,3,petrol,252,40.0,red,M,1,weekend,6pm - 12am,6,639.1521416211441,0.0,0,0,0.0
10920,2.4,0.68720506,HBACK,1,F,B,5,petrol,107,71.0,blue,S,0,weekday,12am - 6 am,12,638.6791788670481,0.0,0,0,0.0
10921,1.02,0.216371463,UTE,4,F,B,2,petrol,262,87.0,black,M,0,weekday,12pm - 6pm,12,645.4583394482612,0.0,0,0,0.0
10922,2.85,0.11313636,SEDAN,1,F,B,5,hybrid,200,91.0,gray,M,1,weekday,6am - 12pm,6,647.8483812251137,0.0,0,0,0.0
10923,1.44,0.251901147,UTE,4,M,F,3,dissel,226,68.0,white,M,0,weekday,6am - 12pm,12,647.0372045828518,0.0,0,0,0.0
10924,1.12,0.133516353,HBACK,3,M,C,5,petrol,129,35.0,black,S,1,weekend,6am - 12pm,12,643.0739822092139,0.0,0,0,0.0
10925,1.84,0.461552552,STNWG,4,M,D,2,dissel,121,71.0,blue,S,0,weekday,12pm - 6pm,6,653.9038267245494,1.0,0,0,0.0
10926,1.47,0.091392108,SEDAN,2,M,E,3,hybrid,103,78.0,gray,S,1,weekend,6pm - 12am,12,643.8724387231892,0.0,0,0,0.0
10927,1.64,0.347104058,TRUCK,1,M,A,5,petrol,205,78.0,silver,S,1,weekday,6am - 12pm,12,652.4112731156406,0.0,0,0,0.0
10928,1.38,0.60384285,STNWG,4,M,A,4,petrol,102,39.0,brown,M,1,weekend,6am - 12pm,12,648.9627256110039,0.0,0,0,0.0
10929,0.83,0.42262229,HBACK,3,F,A,3,petrol,75,89.0,blue,S,0,weekday,6am - 12pm,12,648.6029661819606,0.0,0,0,0.0
10930,1.86,0.13200971,UTE,3,F,C,5,dissel,208,92.0,brown,M,0,weekday,6pm - 12am,6,644.3094775024421,0.0,0,0,0.0
10931,1.44,0.080998712,HBACK,1,F,B,3,petrol,106,75.0,black,S,1,weekday,12pm - 6pm,12,643.0386489186644,0.0,0,0,0.0
10932,2.12,0.3570745195,STNWG,3,F,D,3,petrol,168,47.0,blue,M,0,weekday,6pm - 12am,6,642.4396998194082,0.0,0,0,0.0
10933,0.72,0.0145789955,SEDAN,4,F,A,3,electric,180,55.0,white,S,1,weekday,6am - 12pm,6,646.648504007001,0.0,0,0,0.0
10934,1.46,0.297954674,HBACK,1,M,C,1,petrol,72,90.0,yellow,M,1,weekend,12pm - 6pm,12,660.9197987224759,0.0,0,0,0.0
10935,0.87,0.110487894,TRUCK,4,M,D,3,dissel,226,54.0,gray,S,1,weekend,6pm - 12am,12,674.5111160045543,0.0,0,0,0.0
10936,1.07,0.619244637,SEDAN,4,M,B,5,petrol,141,64.0,green,S,1,weekday,6am - 12pm,12,668.4603673695308,0.0,0,0,0.0
10937,7.74,0.2565900375,STNWG,1,F,C,4,dissel,165,82.0,black,M,0,weekday,6am - 12pm,6,640.4962760198888,0.0,0,0,0.0
10938,2.18,0.059253843,SEDAN,2,M,A,2,petrol,159,84.0,white,S,0,weekday,6am - 12pm,12,659.2933877054729,0.0,0,0,0.0
10939,1.57,0.152914479,HBACK,1,F,B,1,dissel,140,62.0,gray,S,1,weekday,12pm - 6pm,12,655.2914628961288,0.0,0,0,0.0
10940,0.69,0.166627955,HBACK,4,F,C,5,petrol,135,63.0,green,S,1,weekday,12pm - 6pm,6,669.6971236060394,0.0,0,0,0.0
10941,0.72,0.172210757,HBACK,3,F,C,4,petrol,113,37.0,brown,S,1,weekday,12am - 6 am,12,659.6153268252922,0.0,0,0,0.0
10942,1.57,0.839614756,SEDAN,3,F,B,4,petrol,195,58.0,black,M,0,weekend,12pm - 6pm,12,641.8434023113898,0.0,0,0,0.0
10943,2.2,0.4996847885,SEDAN,1,F,D,3,hybrid,151,63.0,yellow,M,0,weekday,6am - 12pm,6,640.9151307509109,1.0,0,0,0.0
10944,0.87,0.283195907,HBACK,3,F,C,1,petrol,137,65.0,black,M,0,weekend,6am - 12pm,12,664.7223351652029,0.0,0,0,0.0
10945,3.61,0.049940094,SEDAN,2,M,D,5,dissel,107,79.0,white,M,1,weekday,12pm - 6pm,6,648.5836686673364,0.0,0,0,0.0
10946,0.43,0.115368528,HBACK,4,M,A,5,petrol,109,98.0,silver,S,1,weekend,6pm - 12am,12,659.0530515749091,0.0,0,0,0.0
10947,3.35,0.754751138,STNWG,1,M,B,5,petrol,199,99.0,brown,M,1,weekday,6pm - 12am,12,646.4238313848176,0.0,0,0,0.0
10948,2.0,0.19868986,STNWG,4,F,B,2,petrol,137,81.0,white,M,1,weekday,12pm - 6pm,12,654.6164531252206,0.0,0,0,0.0
10949,0.92,0.017405699,HBACK,4,M,C,4,petrol,130,89.0,red,S,1,weekday,12pm - 6pm,12,645.663571467299,0.0,0,0,0.0
10950,2.54,0.462891489,STNWG,3,M,B,2,petrol,100,70.0,gray,M,1,weekday,12pm - 6pm,12,645.6365356618796,0.0,0,0,0.0
10951,3.91,0.093477263,STNWG,2,F,E,2,electric,139,99.0,black,M,1,weekday,12pm - 6pm,12,640.2721159345157,0.0,0,0,0.0
10952,1.83,0.4778229745,HBACK,2,M,C,4,petrol,106,96.0,white,M,0,weekday,12pm - 6pm,6,647.2304503456629,1.0,0,0,0.0
10953,2.43,0.100294042,SEDAN,1,F,E,6,hybrid,187,49.0,white,S,1,weekday,6pm - 12am,12,638.8786723243652,0.0,0,0,0.0
10954,4.88,0.517072137,STNWG,2,M,C,5,petrol,107,46.0,red,M,0,weekday,12pm - 6pm,12,645.5815860335725,0.0,0,0,0.0
10955,1.99,0.87131891,SEDAN,2,F,C,5,petrol,161,93.0,gray,M,1,weekday,6am - 12pm,12,649.8640010693183,0.0,0,0,0.0
10956,1.03,0.265955324,STNWG,4,F,A,4,electric,198,39.0,white,M,1,weekday,6am - 12pm,12,655.3205858609862,0.0,0,0,0.0
10957,1.82,0.961392883,SEDAN,2,F,C,6,petrol,145,43.0,white,S,1,weekday,12pm - 6pm,12,643.2520119480188,1.0,0,0,0.0
10958,1.17,0.863180169,COUPE,4,M,C,2,hybrid,290,93.0,yellow,S,1,weekday,6pm - 12am,12,642.1002382892832,0.0,0,0,0.0
10959,2.44,0.394130976,HBACK,3,F,C,4,petrol,90,45.0,black,M,1,weekend,6am - 12pm,12,645.7917352299448,0.0,0,0,0.0
10960,1.67,0.993969307,HBACK,3,F,C,1,petrol,85,82.0,brown,S,1,weekday,6am - 12pm,12,639.4426097351801,1.0,0,0,0.0
10961,1.93,0.77346251,SEDAN,2,M,C,5,petrol,151,41.0,black,M,0,weekday,6am - 12pm,12,651.7306822681743,0.0,0,0,0.0
10962,1.58,0.147613079,HBACK,1,F,B,3,hybrid,154,34.0,gray,M,1,weekday,12pm - 6pm,12,665.8729324723246,0.0,0,0,0.0
10963,1.4,0.999365812,HBACK,2,M,C,1,petrol,97,95.0,white,M,1,weekday,6am - 12pm,12,649.3827580782325,1.0,1,1,1263.547499
10964,2.23,0.477182324,SEDAN,1,M,E,6,dissel,121,79.0,white,S,1,weekend,12pm - 6pm,6,639.1920178177548,1.0,0,0,0.0
10965,1.68,0.535354549,SEDAN,3,M,C,2,dissel,183,96.0,silver,S,1,weekday,12pm - 6pm,12,655.3213630532505,0.0,0,0,0.0
10966,1.35,0.147588383,HBACK,1,F,B,3,petrol,99,74.0,white,M,0,weekday,12pm - 6pm,12,642.4020779198069,0.0,0,0,0.0
10967,2.77,0.462349509,STNWG,3,M,A,3,electric,193,40.0,white,S,1,weekday,6am - 12pm,12,651.2219493345696,0.0,0,0,0.0
10968,2.02,0.4461339765,UTE,3,F,E,1,electric,163,99.0,white,S,1,weekday,12pm - 6pm,6,654.561402359284,0.0,0,0,0.0
10969,6.12,0.3009956525,STNWG,1,F,B,2,dissel,179,80.0,white,M,1,weekend,6am - 12pm,6,643.9449427677993,0.0,0,0,0.0
10970,3.23,0.4705029685,STNWG,3,M,C,3,petrol,121,88.0,black,M,1,weekday,12am - 6 am,6,644.1796280070469,1.0,0,0,0.0
10971,0.49,0.272911581,SEDAN,4,F,F,3,electric,193,72.0,gray,S,1,weekday,6am - 12pm,12,655.1646867411665,0.0,0,0,0.0
10972,2.75,0.814391065,SEDAN,2,M,C,4,petrol,103,26.0,black,M,0,weekday,12pm - 6pm,12,649.2550703868161,0.0,0,0,0.0
10973,1.85,0.514547218,SEDAN,2,F,A,6,petrol,164,99.0,white,M,1,weekday,6am - 12pm,12,671.3320995246613,0.0,0,0,0.0
10974,1.85,0.954526753,TRUCK,1,F,F,3,dissel,385,70.0,gray,S,0,weekday,12pm - 6pm,12,652.809827631223,1.0,1,1,5275.955901
10975,1.71,0.774254645,HBACK,3,F,C,2,hybrid,149,56.0,white,S,0,weekday,12pm - 6pm,12,652.6150732991264,0.0,0,0,0.0
10976,0.72,0.163161276,UTE,4,M,E,4,petrol,232,64.0,yellow,M,1,weekday,6am - 12pm,12,652.8047961400108,0.0,0,0,0.0
10977,2.53,0.2153668265,STNWG,3,M,B,4,petrol,170,99.0,black,M,1,weekday,6am - 12pm,6,660.5994006775333,0.0,0,0,0.0
10978,2.67,0.032086848,STNWG,2,F,A,3,petrol,121,71.0,black,M,0,weekday,12pm - 6pm,12,646.9019568840222,0.0,0,0,0.0
10979,1.55,0.588528364,HBACK,2,F,A,6,petrol,125,30.0,brown,M,1,weekday,6am - 12pm,12,643.9876540841261,0.0,0,0,0.0
10980,3.71,0.257168652,STNWG,1,F,D,6,petrol,169,34.0,gray,M,1,weekday,6am - 12pm,12,650.7618140000723,0.0,0,0,0.0
10981,2.15,0.2776493605,STNWG,3,F,E,3,petrol,103,55.0,white,S,1,weekday,12am - 6 am,6,659.6922448573328,0.0,0,0,0.0
10982,0.94,0.808370468,HBACK,3,F,B,1,petrol,145,90.0,silver,M,1,weekday,6pm - 12am,12,640.230474371971,0.0,0,0,0.0
10983,0.82,0.590371101,HBACK,3,F,F,3,petrol,109,57.0,black,S,0,weekday,6am - 12pm,12,645.5136349770274,0.0,0,0,0.0
10984,0.97,0.346302376,HBACK,3,F,C,1,electric,144,92.0,white,S,0,weekday,12pm - 6pm,6,647.2252925275604,0.0,0,0,0.0
10985,2.38,0.3001268395,STNWG,2,F,E,1,petrol,134,83.0,white,S,1,weekday,6pm - 12am,6,649.2979263991668,0.0,0,0,0.0
10986,2.69,0.713548829,STNWG,3,M,B,5,petrol,136,84.0,blue,M,0,weekday,12pm - 6pm,12,651.1571347450579,0.0,0,0,0.0
10987,1.4,0.537539256,HBACK,1,M,A,2,electric,132,85.0,black,S,1,weekday,12pm - 6pm,12,643.5431248943258,0.0,0,0,0.0
10988,3.81,0.291790841,STNWG,2,M,C,3,petrol,146,60.0,red,S,1,weekday,12am - 6 am,12,666.2528513626575,0.0,0,0,0.0
10989,1.45,0.499680922,PANVN,3,F,C,2,petrol,65,81.0,gray,M,1,weekday,12pm - 6pm,6,647.0258218180219,1.0,0,0,0.0
10990,4.62,0.842663072,STNWG,2,M,D,5,dissel,173,78.0,silver,M,0,weekend,6pm - 12am,12,645.1569672888036,0.0,0,0,0.0
10991,1.94,0.1284056875,SEDAN,2,F,A,4,petrol,206,51.0,white,S,1,weekday,6am - 12pm,6,643.3376792853223,0.0,0,0,0.0
10992,3.03,0.904634662,TRUCK,1,M,C,1,dissel,402,38.0,black,M,0,weekday,12pm - 6pm,12,640.652876838443,1.0,1,1,204.8559914
10993,1.92,0.34721644,HBACK,1,F,A,3,petrol,149,69.0,gray,M,1,weekday,6pm - 12am,6,654.3638111793297,0.0,0,0,0.0
10994,3.26,0.36428092,STNWG,3,F,C,2,dissel,157,96.0,black,S,1,weekday,12pm - 6pm,6,649.422393962526,0.0,0,0,0.0
10995,1.55,0.847897302,HBACK,1,F,D,1,petrol,150,59.0,black,M,0,weekday,12pm - 6pm,12,667.4763400803635,0.0,0,0,0.0
10996,1.93,0.863607676,SEDAN,1,F,A,4,petrol,130,83.0,brown,S,0,weekday,12pm - 6pm,12,661.7331943259289,0.0,0,0,0.0
10997,0.91,0.397338658,UTE,4,M,F,2,petrol,265,77.0,gray,M,1,weekend,12pm - 6pm,6,644.576528711842,0.0,1,1,414.1301561
10998,1.2,0.852647629,HBACK,3,F,B,5,petrol,145,46.0,gray,S,1,weekday,6pm - 12am,12,640.4171435719941,1.0,0,0,0.0
10999,1.18,0.203321785,HBACK,3,F,A,2,petrol,131,78.0,white,M,0,weekday,12pm - 6pm,12,648.4357478678475,0.0,0,0,0.0
11000,1.47,0.53844555,HBACK,1,F,C,3,petrol,79,89.0,white,S,1,weekday,12pm - 6pm,12,641.0858786785489,0.0,0,0,0.0
11001,1.55,0.061859858,SEDAN,2,F,C,5,hybrid,190,79.0,brown,M,1,weekend,12pm - 6pm,12,645.9374667528818,0.0,0,0,0.0
11002,0.81,0.233681058,HBACK,3,F,A,1,petrol,105,97.0,blue,M,0,weekday,12pm - 6pm,12,638.8696678585483,0.0,0,0,0.0
11003,2.71,0.915483724,TRUCK,3,M,D,2,dissel,333,54.0,silver,M,1,weekday,6am - 12pm,12,645.0822154762335,1.0,1,1,1369.15384
11004,1.47,0.516190674,HBACK,1,M,F,4,dissel,100,78.0,gray,S,1,weekday,6am - 12pm,12,648.3511022629312,0.0,0,0,0.0
11005,0.57,0.054699206,STNWG,4,M,E,6,dissel,133,68.0,red,M,1,weekday,6am - 12pm,6,642.9845131460117,0.0,0,0,0.0
11006,2.41,0.3843984165,HBACK,1,F,B,4,petrol,99,99.0,blue,M,0,weekday,12pm - 6pm,6,655.6034608767729,0.0,0,0,0.0
11007,1.24,0.389687502,HBACK,2,F,C,6,dissel,132,69.0,red,S,1,weekend,12pm - 6pm,12,634.8424537128591,0.0,0,0,0.0
11008,1.38,0.784815262,UTE,3,M,C,2,electric,183,68.0,brown,S,1,weekday,6am - 12pm,12,644.0805305226005,0.0,0,0,0.0
11009,1.3,0.50122893,SEDAN,3,F,D,3,petrol,127,59.0,white,M,1,weekday,6pm - 12am,12,644.844833573701,0.0,0,0,0.0
11010,1.26,0.736481024,STNWG,3,F,E,3,petrol,125,88.0,white,S,1,weekend,6am - 12pm,12,652.7578766370518,0.0,0,0,0.0
11011,1.94,0.802199015,HBACK,2,F,C,2,hybrid,94,83.0,white,M,1,weekday,6pm - 12am,12,647.6721109076722,0.0,0,0,0.0
11012,1.77,0.398127948,MIBUS,4,M,B,4,petrol,168,95.0,gray,S,0,weekend,6pm - 12am,12,658.3386464629053,0.0,0,0,0.0
11013,1.2,0.67544005,STNWG,4,F,A,3,dissel,100,71.0,gray,S,1,weekday,12pm - 6pm,12,649.9473946246494,0.0,0,0,0.0
11014,0.75,0.262206213,UTE,4,M,C,2,dissel,274,77.0,gray,M,0,weekday,12pm - 6pm,12,642.8718384010958,0.0,0,0,0.0
11015,2.54,0.288666768,STNWG,4,F,C,2,petrol,176,66.0,black,S,1,weekend,12pm - 6pm,12,653.3267518444223,0.0,0,0,0.0
11016,1.62,0.081070784,HBACK,2,M,C,6,petrol,74,99.0,brown,M,1,weekday,6am - 12pm,6,657.5884293625571,0.0,0,0,0.0
11017,2.2,0.3682655285,SEDAN,1,F,C,4,petrol,147,61.0,black,M,1,weekday,12pm - 6pm,6,667.209185117571,0.0,0,0,0.0
11018,0.85,0.660931083,HBACK,4,F,A,6,electric,139,91.0,white,S,0,weekday,6am - 12pm,12,646.9110528689278,0.0,0,0,0.0
11019,0.83,0.577786496,HBACK,3,M,E,4,electric,104,96.0,blue,S,0,weekend,12pm - 6pm,12,668.5122905766841,0.0,1,1,5044.437294
11020,0.67,0.165256063,HBACK,3,F,D,4,petrol,100,34.0,silver,S,0,weekday,12pm - 6pm,12,645.9593749990086,0.0,0,0,0.0
11021,2.18,0.0278408835,UTE,4,F,E,2,petrol,180,52.0,black,M,0,weekday,6am - 12pm,6,655.325747009694,0.0,0,0,0.0
11022,0.31,0.166565128,HBACK,4,F,A,2,electric,118,62.0,yellow,S,0,weekend,6am - 12pm,12,646.00651369074,0.0,0,0,0.0
11023,1.69,0.690513657,STNWG,4,M,B,4,petrol,138,22.0,black,S,1,weekday,12pm - 6pm,12,642.9707126109611,0.0,0,0,0.0
