id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,high_education_ind
11039,1.13,0.077933535,MIBUS,4,F,C,3,dissel,180,99,blue,M,1,weekend,12am - 6 am,6,645.3368764,0
11040,1.46,0.645651818,HBACK,1,F,C,2,electric,117,87,white,S,1,weekday,6am - 12pm,12,660.5417887,0
11041,0.32,0.628581409,HBACK,4,F,E,3,petrol,78,72,green,M,1,weekday,12pm - 6pm,12,645.6126415,0
11042,2.78,0.087069164,SEDAN,1,F,A,4,petrol,167,80,black,M,1,weekday,6am - 12pm,12,645.1478138,0
11043,1.48,0.220747854,SEDAN,2,F,A,1,petrol,182,34,yellow,M,0,weekend,12pm - 6pm,12,644.048756,0
11044,0.87,0.236206422,HBACK,3,F,C,2,hybrid,143,99,green,S,0,weekday,12pm - 6pm,12,646.3827894,0
11045,1.62,0.518149827,SEDAN,2,F,C,2,petrol,113,66,black,M,1,weekday,6am - 12pm,12,644.0816389,0
11046,0.78,0.437065707,HBACK,3,F,C,3,electric,114,88,yellow,M,0,weekday,12pm - 6pm,6,645.1155788,0
11047,2.55,0.468876545,STNWG,3,F,A,1,dissel,171,71,white,M,0,weekend,12pm - 6pm,6,637.4822148,1
11048,1.87,0.248323496,SEDAN,1,M,B,1,petrol,200,86,black,M,1,weekend,6am - 12pm,6,634.9007875,0
11049,0.69,0.038861362,SEDAN,4,F,A,3,petrol,114,43,yellow,S,1,weekday,12pm - 6pm,6,645.6727142,0
11050,0.77,0.043557458,UTE,4,M,A,4,petrol,184,81,white,S,1,weekday,6am - 12pm,12,635.3963295,0
11051,2.57,0.964741908,STNWG,2,M,B,2,dissel,158,65,gray,M,0,weekday,6pm - 12am,12,656.5014802,1
11052,3.38,0.420332633,SEDAN,1,F,A,3,petrol,137,57,white,M,1,weekday,6pm - 12am,12,651.9188627,0
11053,1.94,0.848373442,STNWG,4,F,A,3,petrol,143,43,white,S,0,weekday,12pm - 6pm,12,648.959574,0
11054,3.3,0.32135295,TRUCK,3,M,C,3,dissel,217,84,gray,S,1,weekday,6pm - 12am,12,644.5760432,0
11055,4.15,0.260431094,STNWG,2,M,A,4,dissel,187,34,white,S,1,weekday,6pm - 12am,12,650.5192764,0
11056,1.47,0.98330644,HBACK,3,M,A,2,petrol,106,76,white,M,1,weekday,12pm - 6pm,12,658.5889161,1
11057,1.14,0.408237525,HBACK,3,F,A,4,hybrid,137,72,red,M,1,weekday,6pm - 12am,12,671.6168923,0
11058,0.69,0.014732975,STNWG,4,F,C,2,dissel,154,81,black,S,1,weekday,6am - 12pm,12,644.7480124,0
11059,1.35,0.017352139,SEDAN,3,F,A,6,petrol,147,99,brown,S,1,weekday,6am - 12pm,6,651.7569329,0
11060,2.38,0.215146098,HDTOP,2,M,A,2,dissel,230,71,gray,M,0,weekend,6am - 12pm,6,644.9684143,0
11061,1.29,0.806382876,SEDAN,3,M,C,4,hybrid,166,95,gray,M,1,weekday,12am - 6 am,12,629.837608,0
11062,1.64,0.187988025,SEDAN,2,M,B,2,petrol,133,85,red,M,1,weekend,6am - 12pm,12,643.6086569,0
11063,1.05,0.958488575,SEDAN,3,M,C,3,petrol,176,79,white,S,0,weekday,6am - 12pm,12,648.2712329,1
11064,2.09,0.323233035,SEDAN,2,F,A,4,petrol,145,80,white,S,1,weekday,12pm - 6pm,12,655.9545791,0
11065,1.02,0.114133254,SEDAN,3,F,C,5,petrol,162,89,blue,M,1,weekday,12pm - 6pm,6,651.5215088,0
11066,1.53,0.687703376,SEDAN,2,F,C,2,petrol,118,97,white,S,1,weekday,6am - 12pm,12,642.9171046,0
11067,1.52,0.492926012,HBACK,1,F,B,1,petrol,124,69,gray,M,0,weekend,12pm - 6pm,12,641.5864205,0
11068,2.43,0.604742144,MIBUS,3,M,D,2,dissel,258,64,silver,M,0,weekend,12pm - 6pm,12,644.5588821,0
11069,2.09,0.325165075,STNWG,4,M,A,5,hybrid,197,71,gray,M,1,weekday,6pm - 12am,6,672.0181271,0
11070,3.25,0.857625553,STNWG,1,F,A,3,petrol,179,89,black,S,0,weekend,12pm - 6pm,12,653.5649841,0
11071,1.32,0.042491951,UTE,3,M,C,5,dissel,251,72,gray,S,0,weekday,12pm - 6pm,12,656.6143484,0
11072,1.98,0.417933159,STNWG,3,F,C,4,hybrid,190,74,gray,M,1,weekday,12pm - 6pm,12,658.3360639,0
11073,3.11,0.257432637,STNWG,3,F,F,2,petrol,124,94,white,M,1,weekday,6pm - 12am,6,642.98016,0
11074,1.28,0.188614328,SEDAN,3,F,C,3,petrol,119,58,gray,M,0,weekday,12pm - 6pm,12,654.6726643,0
11075,1.5,0.165111652,HBACK,2,F,A,5,petrol,83,64,black,M,0,weekend,6pm - 12am,6,637.1550282,0
11076,0.78,0.102792814,SEDAN,4,F,E,4,petrol,118,76,white,M,0,weekday,6am - 12pm,12,654.5434462,0
11077,1.44,0.897312203,HBACK,1,F,B,5,petrol,134,81,green,S,1,weekday,12pm - 6pm,12,638.9362301,0
11078,10.8,0.239498232,COUPE,1,M,C,5,petrol,203,61,white,S,1,weekday,6am - 12pm,12,658.080391,0
11079,3.65,0.554088398,HDTOP,2,F,C,4,electric,306,65,red,S,1,weekend,6pm - 12am,12,644.5747567,0
11080,2.27,0.809998263,STNWG,2,F,C,6,dissel,156,78,white,S,1,weekday,12pm - 6pm,12,646.2217889,0
11081,4.24,0.847840834,UTE,1,M,A,1,dissel,209,84,white,S,1,weekday,6am - 12pm,12,654.5093368,0
11082,1.33,0.275295067,HBACK,2,F,A,2,electric,159,54,gray,M,1,weekday,12pm - 6pm,12,663.7241318,0
11083,1.5,0.593212567,UTE,3,M,C,1,dissel,176,51,black,S,1,weekday,12pm - 6pm,12,643.0407418,0
11084,0.39,0.709634229,HBACK,4,M,C,5,petrol,146,61,red,S,0,weekend,6pm - 12am,12,646.3278617,0
11085,0.82,0.29405547,HBACK,3,M,A,1,dissel,138,62,gray,S,1,weekday,6am - 12pm,6,649.851966,0
11086,0.59,0.395187852,HBACK,4,M,D,1,petrol,144,79,red,S,0,weekday,12pm - 6pm,6,652.4422744,0
11087,2,0.838950398,STNWG,4,F,B,2,hybrid,198,99,black,M,0,weekday,12pm - 6pm,12,646.7043698,0
11088,2.23,0.402007776,UTE,1,F,C,4,petrol,213,84,white,S,1,weekday,6am - 12pm,6,637.9068568,0
11089,0.83,0.098421913,SEDAN,3,M,C,5,hybrid,146,85,black,M,0,weekday,12pm - 6pm,12,652.2584014,0
11090,0.55,0.69667696,HBACK,4,F,A,5,petrol,100,90,blue,S,1,weekday,6pm - 12am,12,651.6855103,0
11091,2.05,0.323514284,SEDAN,2,M,B,3,dissel,173,84,blue,M,0,weekend,12pm - 6pm,6,681.5830851,0
11092,0.84,0.212659229,HBACK,3,F,A,1,petrol,94,81,black,S,0,weekday,12pm - 6pm,6,659.6803649,0
11093,2.75,0.459670921,HBACK,1,F,E,2,petrol,138,82,gray,M,1,weekday,6am - 12pm,12,642.9223638,0
11094,2.25,0.466082697,SEDAN,1,M,C,3,dissel,125,93,blue,M,1,weekday,12am - 6 am,12,644.5778587,0
11095,0.8,0.667534599,HBACK,4,F,A,5,petrol,90,71,green,S,0,weekday,6am - 12pm,12,640.1713733,0
11096,0.94,0.303247298,HBACK,3,F,A,6,petrol,120,70,white,S,1,weekend,12pm - 6pm,12,647.9098038,0
11097,0.38,0.104983448,STNWG,4,M,B,4,hybrid,194,91,silver,M,1,weekday,12pm - 6pm,6,652.062851,0
11098,2.06,0.414368743,STNWG,3,F,A,2,hybrid,196,69,green,M,0,weekday,12pm - 6pm,12,653.6683106,0
11099,1.19,0.254533568,SEDAN,3,F,D,5,petrol,143,45,black,S,1,weekday,12pm - 6pm,12,651.6595511,0
11100,0.9,0.721502472,COUPE,4,F,B,2,petrol,240,53,red,M,0,weekday,12pm - 6pm,12,651.0029098,0
11101,1.55,0.618568887,HBACK,1,F,C,2,petrol,84,68,gray,S,1,weekday,6am - 12pm,12,640.9281429,0
11102,2.77,0.488938103,MIBUS,3,F,C,3,dissel,243,60,white,M,1,weekday,12pm - 6pm,12,639.1378368,0
11103,2.31,0.415810831,COUPE,2,F,F,4,petrol,299,72,black,M,1,weekday,12pm - 6pm,12,644.0622327,0
11104,1.48,0.429946647,TRUCK,3,M,D,2,dissel,297,77,yellow,M,1,weekend,6pm - 12am,6,633.8467832,0
11105,1.88,0.647732695,UTE,4,M,C,1,petrol,190,84,green,S,0,weekend,6pm - 12am,12,668.6946437,0
11106,1.54,0.304133549,HBACK,1,F,A,1,petrol,136,78,red,M,1,weekday,6pm - 12am,12,653.3104059,0
11107,1.76,0.209286775,STNWG,4,F,F,2,dissel,121,77,gray,M,0,weekday,12am - 6 am,6,648.5863959,0
11108,0.4,0.384197872,HBACK,4,M,A,5,dissel,73,65,blue,S,1,weekday,6am - 12pm,12,641.1579864,0
11109,1.63,0.081551598,HDTOP,4,M,C,5,petrol,244,81,white,S,0,weekday,12pm - 6pm,6,644.5361805,0
11110,3.91,0.455015256,UTE,2,M,E,5,dissel,193,74,brown,M,1,weekday,12pm - 6pm,6,666.123162,1
11111,1.6,0.242757887,HBACK,2,F,C,4,petrol,96,68,brown,M,1,weekday,12pm - 6pm,12,653.1345184,0
11112,0.28,0.518439701,HBACK,4,F,C,2,petrol,148,93,blue,S,1,weekday,6am - 12pm,12,648.2390206,0
11113,2.89,0.055831393,TRUCK,1,M,E,3,dissel,238,73,black,M,0,weekday,12pm - 6pm,12,652.5271565,0
11114,3.55,0.173645398,STNWG,3,M,C,2,dissel,178,60,black,S,0,weekday,12pm - 6pm,6,640.5788418,0
11115,1.92,0.382463764,SEDAN,2,F,B,2,dissel,109,86,black,M,1,weekday,6pm - 12am,6,658.6489236,0
11116,1.47,0.262391723,COUPE,3,F,C,4,dissel,197,73,black,S,1,weekday,12pm - 6pm,12,644.9607591,0
11117,1.64,0.105130151,HBACK,1,F,A,4,petrol,135,81,white,S,1,weekend,12pm - 6pm,12,644.1849,0
11118,0.4,0.890316929,SEDAN,4,F,C,3,petrol,141,60,gray,M,1,weekend,12pm - 6pm,12,657.3753868,1
11119,1.41,0.367745953,UTE,4,M,A,4,dissel,256,83,gray,S,0,weekday,12am - 6 am,12,656.7345362,0
11120,3.2,0.31811986,STNWG,1,F,E,3,petrol,209,26,white,S,0,weekend,6pm - 12am,12,645.8550689,0
11121,3.76,0.610428262,STNWG,3,M,B,4,petrol,181,99,green,M,0,weekday,6pm - 12am,12,651.2316921,0
11122,2.44,0.024952029,STNWG,3,F,A,5,petrol,197,80,gray,M,0,weekday,6am - 12pm,6,652.6158403,0
11123,0.99,0.473578724,UTE,3,F,A,4,dissel,158,34,blue,S,1,weekend,6am - 12pm,12,652.3777233,0
11124,2.96,0.923372702,STNWG,3,F,F,2,dissel,164,99,white,S,1,weekday,12pm - 6pm,12,643.7046084,1
11125,7.61,0.15109522,RDSTR,1,F,A,3,petrol,394,53,gray,M,0,weekday,12pm - 6pm,12,641.3684225,0
11126,1.94,0.735051272,STNWG,3,F,C,2,petrol,111,93,gray,M,1,weekend,12pm - 6pm,12,642.931624,0
11127,1.51,0.479896444,HBACK,1,F,A,3,petrol,130,54,white,S,1,weekday,6am - 12pm,12,640.9948901,0
11128,0.99,0.203149072,SEDAN,3,F,D,2,petrol,136,66,gray,M,1,weekday,12pm - 6pm,6,667.6418305,0
11129,1.94,0.390306987,STNWG,2,F,B,3,dissel,158,59,white,M,1,weekday,12am - 6 am,12,652.3404257,0
11130,0.88,0.496973463,HBACK,4,M,B,2,hybrid,126,99,gray,S,0,weekday,12pm - 6pm,6,641.0073927,1
11131,1.54,0.578586925,SEDAN,2,F,C,5,hybrid,193,68,black,M,1,weekday,6am - 12pm,12,646.0799463,0
11132,1.41,0.240920321,SEDAN,3,F,B,5,petrol,168,54,gray,M,0,weekday,6pm - 12am,6,646.6881386,0
11133,3.02,0.450553892,STNWG,1,M,D,6,petrol,104,80,white,S,0,weekday,6am - 12pm,6,637.4575673,1
11134,4.78,0.866863908,SEDAN,2,M,C,1,petrol,109,21,white,M,0,weekend,6am - 12pm,12,647.1091796,0
11135,4.23,0.165504418,STNWG,2,F,D,3,petrol,108,99,white,M,1,weekend,6pm - 12am,6,654.4604153,0
11136,0.81,0.249428975,HBACK,3,F,A,2,petrol,115,35,white,M,1,weekday,12pm - 6pm,6,647.4178857,0
11137,0.71,0.318790699,SEDAN,4,M,D,6,electric,114,45,black,M,0,weekday,12pm - 6pm,6,663.917041,0
11138,3.56,0.519472039,STNWG,2,M,A,4,dissel,152,82,black,M,0,weekday,6am - 12pm,12,655.2072515,0
11139,2.75,0.908416895,STNWG,3,M,A,2,petrol,108,34,brown,S,1,weekend,6am - 12pm,12,634.9422988,1
11140,1.53,0.726176704,STNWG,4,M,E,3,dissel,184,51,black,S,1,weekend,6am - 12pm,12,647.53741,0
11141,4.22,0.596339731,STNWG,3,F,E,3,dissel,162,32,gray,M,0,weekend,12pm - 6pm,12,656.2214582,0
11142,1.29,0.240918231,STNWG,4,M,A,4,petrol,167,73,brown,S,1,weekend,12pm - 6pm,12,641.209811,0
11143,0.39,0.568689125,SEDAN,4,F,D,3,dissel,100,79,yellow,M,1,weekday,12pm - 6pm,12,656.2319715,0
11144,0.62,0.027896318,HBACK,4,F,B,3,hybrid,109,91,gray,M,0,weekday,12am - 6 am,12,648.6426119,0
11145,1.16,0.466269908,HBACK,2,F,D,2,petrol,93,86,blue,M,0,weekday,12pm - 6pm,12,644.0112114,0
11146,0.33,0.325467284,HBACK,4,M,B,3,petrol,103,94,green,S,1,weekday,12am - 6 am,12,655.5967939,0
11147,2.46,0.225375651,STNWG,4,F,A,3,petrol,162,92,blue,M,0,weekday,12pm - 6pm,12,637.9727492,0
11148,1.26,0.200734173,STNWG,4,F,E,3,petrol,191,74,silver,M,0,weekday,6pm - 12am,12,648.8148099,0
11149,2.2,0.035574219,SEDAN,1,F,B,2,dissel,109,98,black,M,1,weekday,12pm - 6pm,6,641.4349349,0
11150,4.13,0.868483884,STNWG,2,F,E,3,petrol,101,64,black,M,1,weekend,6pm - 12am,12,649.7142503,1
11151,4.74,0.558084728,SEDAN,2,M,A,5,petrol,137,90,gray,S,1,weekday,6am - 12pm,12,644.5042505,0
11152,2.43,0.577859355,SEDAN,2,M,A,3,hybrid,191,33,gray,M,1,weekday,12am - 6 am,12,643.8455963,0
11153,1.52,0.45303868,HBACK,1,M,A,2,dissel,77,84,gray,S,0,weekday,6am - 12pm,12,647.49053,0
11154,1.15,0.469854115,SEDAN,3,F,D,2,petrol,162,79,white,M,1,weekend,6am - 12pm,12,644.2411845,0
11155,1.94,0.165638155,SEDAN,2,F,C,5,petrol,192,54,white,M,1,weekday,6am - 12pm,6,645.9045182,0
11156,2.22,0.369312106,SEDAN,1,F,B,4,petrol,198,71,white,S,0,weekday,6am - 12pm,12,642.9039366,0
11157,1.53,0.01719167,SEDAN,3,M,B,6,petrol,144,77,gray,S,1,weekday,12pm - 6pm,6,660.1075539,0
11158,1.59,0.273295917,STNWG,3,F,E,2,dissel,171,60,white,S,1,weekend,12pm - 6pm,12,660.2797139,0
11159,3.4,0.447085183,STNWG,2,M,C,3,petrol,148,61,gray,S,1,weekday,12pm - 6pm,6,650.7581094,1
11160,1.69,0.919939762,HBACK,2,M,C,2,petrol,112,68,gray,M,1,weekday,12pm - 6pm,12,655.5391568,1
11161,0.98,0.214378523,SEDAN,3,F,C,2,electric,169,93,white,M,1,weekday,12pm - 6pm,6,717.4279814,0
11162,1.52,0.419856404,STNWG,4,M,F,4,petrol,122,66,black,M,0,weekday,12pm - 6pm,6,644.5903574,0
11163,0.68,0.183720285,HBACK,4,F,B,4,petrol,87,90,white,M,1,weekday,6pm - 12am,12,643.4301008,0
11164,2.06,0.890259934,STNWG,4,M,A,5,petrol,137,70,gray,M,0,weekday,12pm - 6pm,12,633.6983284,1
11165,0.85,0.82188148,HBACK,4,M,C,6,petrol,141,71,green,M,0,weekday,12pm - 6pm,12,641.2487815,0
11166,1.58,0.008735186,HBACK,1,F,B,3,petrol,146,93,red,S,0,weekday,6am - 12pm,6,647.7720558,0
11167,5.88,0.026710629,STNWG,2,M,A,5,dissel,137,70,blue,S,1,weekday,12pm - 6pm,12,648.9953817,0
11168,1.03,0.568524244,SEDAN,3,F,C,3,electric,110,70,white,S,0,weekday,6am - 12pm,12,643.2663094,0
11169,0.9,0.789205797,HBACK,3,M,A,5,petrol,108,71,green,M,0,weekday,6pm - 12am,12,648.0757008,0
11170,1.3,0.436143035,STNWG,4,F,C,1,petrol,164,76,brown,M,1,weekday,6am - 12pm,12,655.5328636,0
11171,1.24,0.261224145,HDTOP,4,M,E,2,dissel,209,79,white,M,0,weekend,12pm - 6pm,12,643.1633205,0
11172,2.35,0.984222043,SEDAN,2,F,E,3,petrol,177,55,blue,M,1,weekday,6pm - 12am,12,677.6287514,1
11173,0.69,0.321309616,SEDAN,4,F,A,5,electric,160,49,blue,S,1,weekday,12pm - 6pm,12,640.679027,0
11174,2.05,0.506972193,STNWG,4,F,E,2,electric,132,58,black,M,1,weekend,12pm - 6pm,12,645.7249273,0
11175,0.77,0.452194334,HBACK,4,M,C,5,petrol,109,92,white,S,1,weekday,6pm - 12am,12,640.3161157,0
11176,1.51,0.787748738,HBACK,2,F,C,5,petrol,129,72,gray,M,1,weekday,6pm - 12am,12,632.7066615,0
11177,2.88,0.146596408,STNWG,3,M,B,4,petrol,144,56,brown,S,1,weekday,6am - 12pm,12,655.3046,0
11178,2.31,0.407905761,UTE,3,M,E,4,dissel,261,41,red,S,0,weekend,12pm - 6pm,12,653.0316264,0
11179,1.27,0.171888172,STNWG,3,F,D,3,hybrid,120,68,white,M,0,weekend,12pm - 6pm,6,642.9331616,0
11180,2.22,0.262448974,SEDAN,1,M,C,4,hybrid,149,50,green,M,0,weekday,12pm - 6pm,12,660.4527433,0
11181,3.93,0.640786529,STNWG,2,F,B,3,dissel,143,63,red,S,1,weekday,12pm - 6pm,12,652.6711583,0
11182,1.8,0.223608178,HBACK,1,M,D,1,petrol,101,99,gray,S,1,weekday,12pm - 6pm,12,643.4122216,0
11183,1.66,0.466828238,SEDAN,3,M,C,3,electric,121,71,blue,S,1,weekday,12pm - 6pm,12,659.3502705,0
11184,5.27,0.071303516,STNWG,1,M,D,2,hybrid,153,90,red,S,0,weekday,12am - 6 am,6,661.9754652,0
11185,1.75,0.430682987,HBACK,2,F,C,5,petrol,86,80,white,M,1,weekday,12am - 6 am,12,667.9266793,0
11186,0.53,0.359152257,STNWG,4,F,A,4,petrol,125,55,black,M,1,weekday,12pm - 6pm,12,644.6091046,0
11187,3.64,0.592051728,STNWG,2,M,B,2,petrol,141,68,gray,S,1,weekday,6am - 12pm,12,650.5085417,0
11188,0.43,0.646240547,UTE,4,M,C,2,petrol,174,66,black,M,0,weekend,12pm - 6pm,12,651.4160383,0
11189,4.67,0.91732282,STNWG,2,M,A,1,electric,199,99,brown,S,1,weekday,6am - 12pm,12,644.2546614,1
11190,1.22,0.40689828,SEDAN,3,F,A,6,petrol,105,31,black,S,1,weekend,6am - 12pm,6,651.0279265,0
11191,2.07,0.251729365,HBACK,1,M,C,5,hybrid,149,64,white,M,1,weekday,6am - 12pm,12,669.9979814,0
11192,1.31,0.11017392,STNWG,4,M,D,3,dissel,158,58,white,M,1,weekday,6am - 12pm,6,648.5804211,0
11193,1.26,0.23030488,STNWG,3,F,E,5,petrol,188,58,red,M,1,weekend,12pm - 6pm,6,642.6908414,0
11194,2.69,0.342102498,HDTOP,3,M,C,3,dissel,296,99,white,M,0,weekday,12pm - 6pm,6,647.0884072,0
11195,1.93,0.213719619,SEDAN,2,F,C,6,hybrid,111,95,green,M,1,weekday,12pm - 6pm,12,639.5381877,0
11196,0.5,0.519079716,PANVN,4,F,C,4,petrol,67,38,black,M,0,weekday,12am - 6 am,12,651.2993611,0
11197,2.73,0.215859002,HDTOP,1,F,C,5,dissel,234,87,black,M,1,weekday,12pm - 6pm,12,643.4725369,0
11198,1.52,0.49344237,SEDAN,3,M,B,4,petrol,163,58,green,M,0,weekday,6pm - 12am,6,641.0672841,1
11199,0.36,0.505776456,HBACK,4,F,A,1,petrol,119,69,gray,S,0,weekday,12am - 6 am,12,663.6124619,0
11200,0.58,0.227413635,TRUCK,4,M,E,6,dissel,243,99,white,S,1,weekend,12pm - 6pm,6,657.8775102,0
11201,1.37,0.981736993,STNWG,4,M,C,4,hybrid,158,83,blue,S,0,weekday,6am - 12pm,12,641.9563451,1
11202,3.21,0.263293854,HDTOP,3,F,F,2,petrol,206,74,gray,M,0,weekday,12pm - 6pm,12,648.3885415,0
11203,0.76,0.963948847,HBACK,4,F,C,2,petrol,139,76,gray,S,0,weekday,12pm - 6pm,12,636.8970459,1
11204,2,0.076408651,SEDAN,1,M,B,3,electric,202,63,silver,M,0,weekday,12pm - 6pm,12,648.6547282,0
11205,7.84,0.335930659,STNWG,1,M,A,2,petrol,193,98,gray,S,1,weekday,6pm - 12am,6,647.9556832,0
11206,1.17,0.338740639,HBACK,2,F,C,1,dissel,139,62,gray,M,0,weekday,6pm - 12am,12,644.8289678,0
11207,1.75,0.69330561,STNWG,3,F,C,4,petrol,179,73,gray,M,1,weekday,12am - 6 am,12,643.2348548,0
11208,2.29,0.156544989,SEDAN,1,F,C,6,electric,187,81,green,M,1,weekday,6am - 12pm,12,635.2152036,0
11209,1.17,0.336395289,SEDAN,3,M,B,4,dissel,194,37,white,M,0,weekday,6pm - 12am,12,661.0314411,0
11210,2.18,0.803631174,SEDAN,2,F,A,5,petrol,163,99,blue,M,1,weekday,6am - 12pm,12,652.1240316,0
11211,0.62,0.476563385,STNWG,4,M,C,5,dissel,116,84,blue,S,1,weekday,12pm - 6pm,12,651.5423223,0
11212,2.74,0.169931209,SEDAN,1,F,A,1,petrol,198,99,yellow,M,0,weekday,12pm - 6pm,12,673.9438796,0
11213,2.63,0.996848203,SEDAN,1,F,A,4,electric,118,92,gray,M,1,weekend,6am - 12pm,12,671.8755124,1
11214,1.9,0.935409737,HBACK,2,F,D,1,petrol,147,39,black,M,1,weekday,12pm - 6pm,12,644.6143494,1
11215,4.11,0.531026893,STNWG,2,M,A,1,dissel,148,54,gray,M,1,weekend,12pm - 6pm,12,694.662234,0
11216,1.47,0.378692647,HBACK,1,F,B,5,petrol,152,82,red,M,0,weekday,12pm - 6pm,12,649.0192366,0
11217,1.78,0.202513249,HBACK,2,M,A,3,hybrid,72,40,black,M,1,weekday,6am - 12pm,6,645.1909274,0
11218,6.17,0.03260422,STNWG,1,M,C,3,dissel,104,59,brown,M,1,weekday,6am - 12pm,12,684.9449237,0
11219,0.76,0.249599336,HBACK,3,F,D,1,petrol,84,76,blue,S,0,weekday,6am - 12pm,12,652.9213536,0
11220,1.34,0.458855538,SEDAN,3,M,A,5,petrol,183,89,red,S,1,weekday,6am - 12pm,6,642.0470238,1
11221,4.74,0.717252542,STNWG,1,M,D,3,petrol,111,99,brown,M,1,weekday,12pm - 6pm,12,639.5183721,0
11222,2.62,0.267435251,TRUCK,3,M,D,1,dissel,262,71,silver,S,1,weekday,12pm - 6pm,12,646.5134817,0
11223,1.03,0.409468701,UTE,4,M,C,3,petrol,186,44,black,S,1,weekend,12pm - 6pm,12,660.7785628,0
11224,2.23,0.247647848,MCARA,4,M,C,5,dissel,125,89,white,S,0,weekday,6am - 12pm,6,639.7989667,0
11225,1.04,0.058152901,SEDAN,3,F,A,4,petrol,136,87,yellow,M,1,weekend,6pm - 12am,12,654.0339337,0
11226,1.44,0.999333895,SEDAN,2,M,E,6,petrol,130,38,brown,S,0,weekend,6pm - 12am,12,650.8990814,1
11227,1.08,0.048676684,STNWG,4,F,C,6,petrol,152,85,blue,M,1,weekday,12pm - 6pm,6,638.957507,0
11228,0.75,0.448637933,UTE,4,M,B,5,dissel,218,84,black,S,0,weekend,12pm - 6pm,12,642.3277018,0
11229,0.48,0.354593366,HBACK,4,F,D,4,hybrid,88,87,white,M,1,weekday,6pm - 12am,12,650.1426775,0
11230,0.32,0.087169173,HBACK,4,F,C,4,hybrid,148,62,green,M,0,weekday,12pm - 6pm,12,645.8629289,0
11231,3.49,0.099464406,UTE,2,M,B,1,petrol,265,16,red,M,1,weekday,12pm - 6pm,6,648.4715924,0
11232,3.86,0.232813371,STNWG,2,F,E,5,petrol,102,84,black,S,1,weekday,6am - 12pm,12,661.6196705,0
11233,1.44,0.938263608,SEDAN,3,F,B,4,hybrid,199,99,gray,S,0,weekday,6pm - 12am,12,641.8545783,1
11234,1.95,0.67850741,HBACK,2,F,A,6,hybrid,92,84,blue,S,0,weekday,12pm - 6pm,12,648.3019757,0
11235,5.39,0.387933279,STNWG,1,F,F,2,dissel,110,78,black,S,1,weekday,12pm - 6pm,12,683.0622593,0
11236,2.04,0.976290545,STNWG,2,F,E,5,hybrid,202,90,blue,S,1,weekday,12pm - 6pm,12,645.9130073,1
11237,0.47,0.245424886,STNWG,4,M,E,4,dissel,174,99,blue,M,1,weekday,6am - 12pm,12,669.8257669,0
11238,3.32,0.999328807,UTE,2,F,E,4,dissel,159,51,blue,S,1,weekday,12pm - 6pm,12,649.4912488,1
11239,0.74,0.613976477,SEDAN,4,F,C,6,petrol,115,86,red,M,0,weekday,12pm - 6pm,12,643.3090778,0
11240,3.76,0.81522429,STNWG,1,M,A,5,petrol,125,70,white,S,1,weekday,12pm - 6pm,12,644.5148643,0
11241,6.36,0.487946386,STNWG,1,F,D,4,petrol,115,99,yellow,S,1,weekday,6pm - 12am,12,648.7180683,0
11242,0.8,0.112558381,HBACK,3,M,C,5,petrol,91,99,gray,M,0,weekday,12am - 6 am,12,647.0001731,0
11243,1.74,0.217059888,HBACK,2,F,A,4,petrol,151,74,gray,S,0,weekday,6am - 12pm,12,647.4598731,0
11244,1.38,0.455770905,UTE,4,M,D,3,petrol,259,70,white,M,1,weekday,6am - 12pm,12,651.2094428,0
11245,3.05,0.689280552,STNWG,1,F,D,3,hybrid,104,73,white,S,1,weekday,6pm - 12am,12,640.1323886,0
11246,5.88,0.081857499,STNWG,1,M,E,3,hybrid,122,74,white,M,1,weekday,6am - 12pm,12,656.9849192,0
11247,3.86,0.177787508,UTE,1,M,E,2,dissel,276,71,gray,M,1,weekend,6pm - 12am,12,647.718567,0
11248,1.42,0.315386216,SEDAN,3,F,B,6,hybrid,143,81,green,S,0,weekday,6am - 12pm,12,647.7301989,0
11249,1.45,0.95831249,HBACK,2,F,A,1,petrol,70,84,white,S,1,weekday,12pm - 6pm,12,650.034874,1
11250,1.6,0.126703989,SEDAN,3,F,C,4,dissel,145,90,silver,M,1,weekday,6am - 12pm,12,643.101894,0
11251,4.14,0.52964721,STNWG,2,F,B,1,petrol,186,79,gray,S,0,weekday,6am - 12pm,12,653.2074698,0
11252,0.92,0.309189255,HBACK,3,F,C,2,petrol,134,56,white,M,1,weekday,12pm - 6pm,12,640.9160716,0
11253,2.75,0.471315391,SEDAN,1,F,A,6,electric,126,58,white,M,0,weekend,6am - 12pm,12,645.0173347,0
11254,3.23,0.537780165,SEDAN,3,F,A,4,petrol,142,65,gray,S,1,weekday,12pm - 6pm,12,639.2293822,0
11255,1.38,0.115542304,STNWG,4,M,B,2,petrol,187,72,white,S,0,weekday,12pm - 6pm,12,643.6851795,0
11256,2.4,0.789824983,STNWG,3,F,B,2,electric,174,35,gray,M,1,weekday,12pm - 6pm,12,642.3709141,0
11257,2.54,0.733953867,STNWG,3,F,B,3,petrol,108,44,gray,M,0,weekday,6am - 12pm,12,645.5055945,0
11258,2.41,0.1583121,SEDAN,2,F,C,4,petrol,156,46,gray,M,1,weekday,12pm - 6pm,6,677.590277,0
